MW
9195.0
11436.0
11502.0
11680.0
12181.0
11537.0
10919.0
10248.0
12683.0
12343.0
11965.0
12069.0
11321.0
10221.0
10773.0
13192.0
13616.0
12807.0
9547.0
9950.0
10099.0
10447.0
12348.0
11788.0
11611.0
12814.0
13002.0
11416.0
10726.0
13103.0
13410.0
13851.0
14448.0
15115.0
13082.0
11954.0
13475.0
14181.0
15503.0
16792.0
16229.0
12447.0
12193.0
15772.0
15763.0
14574.0
13844.0
13234.0
10441.0
10183.0
9339.0
11246.0
12449.0
11766.0
12127.0
11122.0
10395.0
10492.0
11626.0
13619.0
15088.0
16317.0
14979.0
14086.0
15722.0
14345.0
13647.0
11834.0
13570.0
11920.0
11322.0
12881.0
12014.0
12997.0
13097.0
12460.0
10185.0
9430.0
12105.0
12726.0
13059.0
13396.0
13906.0
12499.0
11479.0
14589.0
13653.0
13324.0
14221.0
14751.0
13567.0
11027.0
13531.0
11841.0
12694.0
14398.0
15103.0
10866.0
9255.0
13361.0
13108.0
13220.0
13879.0
13059.0
10234.0
9422.0
11998.0
11640.0
11509.0
11403.0
11134.0
9823.0
10815.0
12508.0
12365.0
11544.0
13101.0
13636.0
11999.0
10897.0
11740.0
11664.0
12299.0
12257.0
12416.0
12239.0
11543.0
14037.0
14929.0
15438.0
14764.0
13929.0
11090.0
10535.0
13209.0
12259.0
13556.0
13849.0
11853.0
9216.0
8464.0
11090.0
11133.0
11823.0
11438.0
10882.0
10135.0
9730.0
11460.0
11304.0
11831.0
11813.0
12945.0
10602.0
9059.0
10970.0
11036.0
11224.0
10998.0
9487.0
8404.0
8277.0
10593.0
11008.0
11370.0
11516.0
10709.0
9244.0
8907.0
11045.0
10970.0
11245.0
11575.0
10753.0
9203.0
8439.0
11175.0
11195.0
11459.0
11506.0
11664.0
9942.0
9207.0
11812.0
11308.0
11179.0
11200.0
10805.0
9148.0
8216.0
10654.0
11448.0
12204.0
12659.0
12466.0
9055.0
8816.0
10654.0
11001.0
11265.0
11087.0
10716.0
8960.0
8705.0
8433.0
11163.0
11133.0
11025.0
11003.0
9314.0
9186.0
12542.0
11189.0
10985.0
10787.0
10847.0
9889.0
9666.0
13145.0
14183.0
13040.0
12565.0
13125.0
11517.0
10657.0
12541.0
11553.0
12306.0
13898.0
13443.0
9744.0
8468.0
11023.0
10880.0
11016.0
11965.0
13138.0
10262.0
9516.0
10551.0
9961.0
10950.0
11957.0
11910.0
9636.0
8591.0
11933.0
13333.0
13282.0
14039.0
13382.0
10031.0
9563.0
12639.0
13545.0
13926.0
14071.0
14065.0
11407.0
10978.0
12964.0
11681.0
11703.0
12498.0
12807.0
9504.0
8807.0
12162.0
12587.0
12767.0
13012.0
12992.0
9147.0
8791.0
11491.0
11539.0
11520.0
11778.0
12219.0
10217.0
8998.0
12145.0
12948.0
13692.0
14635.0
13846.0
10810.0
10040.0
13960.0
14468.0
11977.0
11319.0
11089.0
9029.0
8259.0
11631.0
11992.0
11620.0
11861.0
10806.0
8417.0
8067.0
8336.0
11621.0
10961.0
10995.0
10878.0
9032.0
8207.0
10902.0
11028.0
11302.0
11264.0
11280.0
9507.0
8801.0
12129.0
12351.0
12161.0
12755.0
13142.0
10732.0
9591.0
12392.0
12740.0
12737.0
11195.0
10385.0
8491.0
7831.0
10528.0
10927.0
11444.0
11700.0
11474.0
9599.0
8667.0
11567.0
11150.0
11823.0
10900.0
10845.0
9164.0
9198.0
10607.0
11071.0
10961.0
11312.0
11135.0
9448.0
8562.0
11373.0
11299.0
11955.0
12720.0
11748.0
10525.0
9962.0
12933.0
13013.0
12993.0
11848.0
11408.0
10445.0
8984.0
11349.0
12260.0
12472.0
12933.0
13321.0
12420.0
10869.0
13009.0
13218.0
13223.0
13220.0
12973.0
10660.0
10485.0
13863.0
13240.0
13324.0
11426.0
10810.0
9669.0
10491.0
12868.0
12402.0
12181.0
12451.0
13243.0
11658.0
10634.0
12735.0
12062.0
13815.0
13787.0
14927.0
13350.0
12340.0
14186.0
14327.0
15385.0
14996.0
15192.0
12327.0
11133.0
13168.0
12733.0
13323.0
13666.0
11902.0
10698.0
10946.0
12001.0
13296.0
15306.0
15187.0
14021.0
12991.0
14148.0
14385.0
17556.0
17193.0
16487.0
17060.0
16126.0
14660.0
14372.0
14092.0
13740.0
12355.0
12537.0
13969.0
13859.0
15471.0
16472.0
16567.0
16462.0
15120.0
12364.0
10447.0
12254.0
13110.0
14117.0
14582.0
13544.0
11044.0
11018.0
13699.0
14985.0
14697.0
13258.0
15852.0
13579.0
11573.0
15373.0
14783.0
14786.0
15540.0
14504.0
11823.0
11571.0
14563.0
14860.0
13288.0
11905.0
12118.0
12001.0
11150.0
12433.0
11443.0
11276.0
13325.0
12352.0
10332.0
9568.0
12898.0
12830.0
11999.0
11943.0
13315.0
11653.0
10882.0
13362.0
12646.0
13273.0
13777.0
13895.0
11837.0
11121.0
13677.0
13929.0
14386.0
13604.0
13914.0
11703.0
11069.0
12784.0
13527.0
13922.0
13921.0
13486.0
11833.0
11464.0
13196.0
12298.0
11764.0
11535.0
11227.0
10443.0
9769.0
12761.0
12396.0
13049.0
13622.0
12481.0
11757.0
11109.0
13379.0
13450.0
13150.0
11513.0
10728.0
9054.0
8791.0
12704.0
13604.0
13288.0
12800.0
12507.0
10293.0
9307.0
11345.0
11523.0
11499.0
11580.0
11035.0
9597.0
9577.0
11747.0
11077.0
11118.0
11596.0
11626.0
8936.0
8241.0
10825.0
10815.0
11062.0
11582.0
10885.0
9803.0
8641.0
12277.0
12853.0
11643.0
11394.0
11265.0
9677.0
8897.0
11391.0
12127.0
11654.0
11220.0
11241.0
9708.0
9493.0
10353.0
13125.0
14027.0
13423.0
12567.0
10239.0
9630.0
11207.0
11020.0
10643.0
10814.0
12185.0
9945.0
9362.0
11973.0
12116.0
12736.0
11483.0
11793.0
10559.0
10919.0
14551.0
14930.0
13196.0
12532.0
12273.0
9996.0
9381.0
11815.0
11841.0
11828.0
12196.0
12503.0
11539.0
11261.0
13279.0
12813.0
10832.0
13119.0
12137.0
8997.0
8627.0
12310.0
13643.0
12456.0
11586.0
11957.0
11036.0
10437.0
13799.0
13128.0
12039.0
11800.0
11963.0
9392.0
9147.0
11465.0
11923.0
12407.0
12295.0
11884.0
9546.0
8915.0
11589.0
11773.0
11720.0
11787.0
