MW
10706.0
11462.0
10947.0
13576.0
14955.0
14623.0
14073.0
13063.0
10281.0
10285.0
15906.0
14471.0
16455.0
14508.0
13047.0
11960.0
11817.0
16464.0
16523.0
15696.0
15754.0
15026.0
13307.0
12725.0
14155.0
13184.0
14281.0
14054.0
13604.0
11564.0
9463.0
12225.0
13325.0
11664.0
13560.0
14289.0
12306.0
10922.0
12728.0
14379.0
15432.0
16006.0
15376.0
14128.0
13617.0
14536.0
13867.0
13962.0
13837.0
13101.0
10018.0
9302.0
12951.0
13295.0
13049.0
13724.0
13959.0
11527.0
10013.0
12449.0
12790.0
14112.0
13944.0
13640.0
11805.0
10737.0
12437.0
11715.0
11165.0
11370.0
11678.0
10034.0
8693.0
11327.0
11370.0
11153.0
11686.0
11900.0
10463.0
10572.0
13009.0
12477.0
11532.0
11217.0
10817.0
10251.0
9076.0
11120.0
12292.0
12075.0
11274.0
11027.0
10147.0
10562.0
11655.0
13152.0
12725.0
12156.0
12975.0
11800.0
10995.0
11926.0
12718.0
12568.0
12203.0
11554.0
9012.0
8188.0
10859.0
10925.0
10772.0
11141.0
10844.0
9076.0
8350.0
10756.0
11392.0
10960.0
11147.0
11046.0
9252.0
8555.0
10974.0
11172.0
11250.0
11712.0
11238.0
8908.0
8177.0
11083.0
11260.0
11309.0
11378.0
10666.0
9091.0
9058.0
11668.0
11141.0
11219.0
10935.0
10791.0
9000.0
8367.0
10833.0
11126.0
11385.0
12110.0
11744.0
10005.0
9039.0
9156.0
11957.0
12501.0
12583.0
12110.0
10288.0
9197.0
11746.0
11419.0
10824.0
10834.0
11465.0
10730.0
10929.0
11306.0
11879.0
12596.0
13014.0
12135.0
10020.0
9445.0
13870.0
13617.0
11964.0
12505.0
12418.0
10162.0
10737.0
14176.0
13149.0
11439.0
11445.0
11508.0
8670.0
8304.0
8167.0
11241.0
12019.0
12316.0
12693.0
10480.0
9167.0
12417.0
13434.0
14066.0
13209.0
13388.0
10349.0
9522.0
13500.0
13503.0
13140.0
13967.0
13994.0
12144.0
11996.0
15770.0
14589.0
14051.0
14035.0
13596.0
10906.0
10432.0
13478.0
13636.0
13862.0
14106.0
14529.0
12117.0
10062.0
12718.0
13673.0
14590.0
14966.0
15384.0
13486.0
10969.0
13260.0
13729.0
13311.0
13137.0
13400.0
11245.0
9767.0
11724.0
11816.0
12466.0
14416.0
14453.0
12058.0
10736.0
13636.0
13457.0
13925.0
12584.0
11440.0
8888.0
8574.0
8955.0
13315.0
14348.0
14691.0
13856.0
12235.0
8873.0
11289.0
11628.0
12205.0
11779.0
11599.0
11089.0
9857.0
12232.0
11991.0
12286.0
12398.0
12890.0
10959.0
9013.0
12322.0
11032.0
11224.0
11161.0
11192.0
8994.0
8465.0
11015.0
11220.0
11644.0
11833.0
11514.0
9117.0
8407.0
11078.0
11155.0
11226.0
11106.0
11187.0
9332.0
8621.0
11771.0
12228.0
11936.0
11617.0
11262.0
9690.0
8939.0
10963.0
11740.0
11832.0
11520.0
11559.0
9425.0
8535.0
11229.0
11398.0
11376.0
11537.0
11198.0
10083.0
